latitud,longitud,comp_n,comp_e
-23,-42,0.0131,-0.0029
-24,-71,0.0181,0.0324
-24,-70,0.0177,0.0275
-24,-69,0.0177,0.0242
-24,-68,0.0167,0.0185
-24,-67,0.015,0.0113
-24,-66,0.0141,0.0104
-24,-65,0.0127,0.005
-24,-64,0.0128,0.0049
-24,-63,0.0124,0
-24,-62,0.0125,-0.0009
-24,-61,0.0124,-0.0005
-24,-60,0.0122,-0.0017
-24,-59,0.012,-0.0021
-24,-58,0.012,-0.0022
-24,-57,0.0127,-0.0014
-24,-56,0.0127,-0.0014
-24,-55,0.0127,-0.0015
-24,-54,0.0136,-0.0016
-24,-53,0.0137,-0.0017
-24,-52,0.0136,-0.0019
-24,-51,0.0134,-0.0017
-24,-50,0.0132,-0.0017
-24,-49,0.0128,-0.0018
-24,-48,0.0131,-0.0024
-24,-47,0.0134,-0.0027
-24,-46,0.0136,-0.0029
-25,-71,0.0182,0.0289
-25,-70,0.0184,0.0288
-25,-69,0.0175,0.0218
-25,-68,0.016,0.0161
-25,-67,0.0155,0.0133
-25,-66,0.0129,0.0078
-25,-65,0.0127,0.0063
-25,-64,0.0123,0.0016
-25,-63,0.0124,0.001
-25,-62,0.0116,-0.0002
-25,-61,0.0118,-0.0004
-25,-60,0.0123,-0.0016
-25,-59,0.0126,-0.0023
-25,-58,0.0126,-0.0022
-25,-57,0.0121,-0.0013
-25,-56,0.0132,-0.0015
-25,-55,0.0132,-0.0016
-25,-54,0.013,-0.0017
-25,-53,0.0146,-0.0018
-25,-52,0.0146,-0.0019
-25,-51,0.014,-0.0021
-25,-50,0.0134,-0.0023
-25,-49,0.0134,-0.0024
-25,-48,0.0133,-0.0025
-25,-47,0.0135,-0.0028
-26,-71,0.0187,0.0262
-26,-70,0.0189,0.0261
-26,-69,0.0149,0.0144
-26,-68,0.0148,0.0132
-26,-67,0.0127,0.0075
-26,-66,0.0115,0.0029
-26,-65,0.0123,0.0037
-26,-64,0.0112,0.0011
-26,-63,0.0107,-0.0015
-26,-62,0.0112,-0.0014
-26,-61,0.011,-0.0027
-26,-60,0.0123,-0.0021
-26,-59,0.0126,-0.002
-26,-58,0.013,-0.0011
-26,-57,0.0121,-0.0012
-26,-56,0.0133,-0.0013
-26,-55,0.0132,-0.0015
-26,-54,0.013,-0.0011
-26,-53,0.0131,-0.0014
-26,-52,0.014,-0.0013
-26,-51,0.0134,-0.0016
-26,-50,0.0134,-0.0021
-26,-49,0.0133,-0.0023
-26,-48,0.0133,-0.0024
-27,-71,0.018,0.0225
-27,-70,0.0182,0.0224
-27,-69,0.0149,0.0144
-27,-68,0.0149,0.0143
-27,-67,0.0109,0.0025
-27,-66,0.0101,0.0005
-27,-65,0.0106,0.0011
-27,-64,0.0106,0.0006
-27,-63,0.0108,0.0008
-27,-62,0.0112,-0.0014
-27,-61,0.011,-0.0027
-27,-60,0.0124,-0.0017
-27,-59,0.0128,-0.0009
-27,-58,0.013,-0.001
-27,-57,0.0125,-0.0011
-27,-56,0.0124,-0.0012
-27,-55,0.0124,-0.0014
-27,-54,0.0125,-0.0012
-27,-53,0.0122,-0.0012
-27,-52,0.0131,-0.0013
-27,-51,0.0132,-0.0014
-27,-50,0.0136,-0.0021
-27,-49,0.0136,-0.0022
-27,-48,0.0136,-0.0024
-28,-72,0.0178,0.0226
-28,-71,0.018,0.0228
-28,-70,0.0171,0.0199
-28,-69,0.016,0.0167
-28,-68,0.012,0.006
-28,-67,0.0101,0.001
-28,-66,0.0101,0.0006
-28,-65,0.0102,0.0004
-28,-64,0.0099,-0.0008
-28,-63,0.0108,0.0008
-28,-62,0.0111,-0.0005
-28,-61,0.0113,-0.0018
-28,-60,0.0122,-0.0017
-28,-59,0.0129,-0.0009
-28,-58,0.013,-0.001
-28,-57,0.0132,-0.0011
-28,-56,0.0124,-0.0012
-28,-55,0.0124,-0.0013
-28,-54,0.0127,-0.0012
-28,-53,0.0122,-0.0011
-28,-52,0.0132,-0.0011
-28,-51,0.0136,-0.0014
-28,-50,0.0137,-0.002
-28,-49,0.0135,-0.0021
-28,-48,0.0136,-0.0023
-29,-72,0.0185,0.0157
-29,-71,0.0185,0.0194
-29,-70,0.0179,0.009
-29,-69,0.0177,0.0137
-29,-68,0.0124,0.0074
-29,-67,0.0101,0.0011
-29,-66,0.0101,0.001
-29,-65,0.0098,-0.0004
-29,-64,0.0099,-0.0005
-29,-63,0.0108,-0.0011
-29,-62,0.0113,-0.0018
-29,-61,0.0126,-0.0012
-29,-60,0.0127,-0.0013
-29,-59,0.0127,-0.001
-29,-58,0.0131,-0.0012
-29,-57,0.0136,-0.0015
-29,-56,0.0137,-0.0016
-29,-55,0.0136,-0.0018
-29,-54,0.0136,-0.0019
-29,-53,0.0134,-0.0011
-29,-52,0.0133,-0.0012
-29,-51,0.0136,-0.0013
-29,-50,0.0138,-0.0018
-29,-49,0.0137,-0.0021
-30,-72,0.0189,0.0161
-30,-71,0.0175,0.0023
-30,-70,0.0177,0.0021
-30,-69,0.0178,0.002
-30,-68,0.0158,0.0012
-30,-67,0.0124,-0.002
-30,-66,0.0108,-0.0013
-30,-65,0.0109,-0.0015
-30,-64,0.011,-0.0016
-30,-63,0.0107,-0.0024
-30,-62,0.0122,-0.002
-30,-61,0.0126,-0.0013
-30,-60,0.0127,-0.0014
-30,-59,0.0128,-0.0015
-30,-58,0.0132,-0.0015
-30,-57,0.0138,-0.0021
-30,-56,0.0139,-0.0023
-30,-55,0.014,-0.0025
-30,-54,0.0137,-0.0021
-30,-53,0.0132,-0.0018
-30,-52,0.0132,-0.0019
-30,-51,0.0133,-0.0018
-30,-50,0.0138,-0.0017
-31,-72,0.0191,0.0214
-31,-71,0.0181,0.0098
-31,-70,0.0165,-0.0012
-31,-69,0.0165,-0.0076
-31,-68,0.0166,-0.0077
-31,-67,0.0148,-0.0063
-31,-66,0.0118,-0.0029
-31,-65,0.0113,-0.0025
-31,-64,0.0116,-0.0026
-31,-63,0.0121,-0.0018
-31,-62,0.0121,-0.0019
-31,-61,0.0123,-0.0017
-31,-60,0.0124,-0.0019
-31,-59,0.0126,-0.002
-31,-58,0.0127,-0.0014
-31,-57,0.0134,-0.0022
-31,-56,0.0139,-0.0023
-31,-55,0.0137,-0.0022
-31,-54,0.0133,-0.0023
-31,-53,0.0132,-0.0023
-31,-52,0.0132,-0.0018
-31,-51,0.0133,-0.0019
-31,-50,0.0136,-0.0022
-32,-72,0.0193,0.0158
-32,-71,0.0189,0.0101
-32,-70,0.0179,0.0038
-32,-69,0.0151,-0.0037
-32,-68,0.0157,-0.0057
-32,-67,0.0139,-0.0061
-32,-66,0.0118,-0.0028
-32,-65,0.0119,-0.0029
-32,-64,0.012,-0.003
-32,-63,0.0121,-0.0017
-32,-62,0.0121,-0.0013
-32,-61,0.0123,-0.0016
-32,-60,0.0124,-0.0018
-32,-59,0.0126,-0.0019
-32,-58,0.0127,-0.0015
-32,-57,0.0129,-0.0017
-32,-56,0.0132,-0.0019
-32,-55,0.0133,-0.0018
-32,-54,0.0133,-0.0024
-32,-53,0.0132,-0.0024
-32,-52,0.0132,-0.0023
-32,-51,0.0133,-0.0023
-33,-72,0.022,0.0117
-33,-71,0.0198,0.0079
-33,-70,0.016,0.0005
-33,-69,0.0153,-0.0024
-33,-68,0.0136,-0.007
-33,-67,0.0139,-0.0043
-33,-66,0.0123,-0.0037
-33,-65,0.0119,-0.0028
-33,-64,0.012,-0.003
-33,-63,0.0118,-0.0015
-33,-62,0.0121,-0.0017
-33,-61,0.0123,-0.0015
-33,-60,0.0125,-0.0017
-33,-59,0.0126,-0.0018
-33,-58,0.0127,-0.0018
-33,-57,0.0127,-0.0013
-33,-56,0.013,-0.0013
-33,-55,0.0131,-0.0013
-33,-54,0.0131,-0.0018
-33,-53,0.0132,-0.0023
-33,-52,0.0132,-0.0024
-34,-72,0.023,0.0063
-34,-71,0.0196,0.0011
-34,-70,0.0159,-0.0022
-34,-69,0.0133,-0.0055
-34,-68,0.0126,-0.0075
-34,-67,0.0122,-0.007
-34,-66,0.0122,-0.0059
-34,-65,0.0119,-0.006
-34,-64,0.0128,-0.0039
-34,-63,0.0127,-0.0036
-34,-62,0.0128,-0.0026
-34,-61,0.0127,-0.0023
-34,-60,0.0127,-0.0017
-34,-59,0.0128,-0.0019
-34,-58,0.013,-0.002
-34,-57,0.013,-0.0016
-34,-56,0.0131,-0.0012
-34,-55,0.0132,-0.0016
-34,-54,0.0133,-0.0017
-34,-53,0.0135,-0.002
-35,-73,0.0214,-0.0051
-35,-72,0.0216,-0.0047
-35,-71,0.0204,-0.0051
-35,-70,0.0179,-0.0101
-35,-69,0.0137,-0.0137
-35,-68,0.012,-0.0074
-35,-67,0.0116,-0.009
-35,-66,0.0117,-0.0086
-35,-65,0.0124,-0.007
-35,-64,0.0134,-0.0054
-35,-63,0.0132,-0.0043
-35,-62,0.0135,-0.0039
-35,-61,0.0133,-0.0027
-35,-60,0.0136,-0.0028
-35,-59,0.0134,-0.0021
-35,-58,0.0131,-0.0018
-35,-57,0.0133,-0.002
-35,-56,0.0133,-0.0017
-35,-55,0.0132,-0.0014
-35,-54,0.0135,-0.0018
-36,-73,0.02,-0.0036
-36,-72,0.0187,-0.0073
-36,-71,0.0187,-0.0136
-36,-70,0.019,-0.0191
-36,-69,0.0147,-0.0147
-36,-68,0.0135,-0.015
-36,-67,0.0124,-0.0121
-36,-66,0.013,-0.0071
-36,-65,0.0133,-0.0063
-36,-64,0.014,-0.0056
-36,-63,0.0138,-0.0043
-36,-62,0.014,-0.0042
-36,-61,0.0137,-0.0033
-36,-60,0.0138,-0.0033
-36,-59,0.0135,-0.0022
-36,-58,0.0137,-0.0023
-36,-57,0.0133,-0.002
-36,-56,0.0135,-0.0019
-37,-74,0.0179,-0.0004
-37,-73,0.0181,-0.0017
-37,-72,0.0176,-0.0102
-37,-71,0.0183,-0.0077
-37,-70,0.0184,-0.0199
-37,-69,0.0189,-0.0212
-37,-68,0.0178,-0.0139
-37,-67,0.0142,-0.0072
-37,-66,0.014,-0.0068
-37,-65,0.014,-0.0047
-37,-64,0.014,-0.0055
-37,-63,0.014,-0.0045
-37,-62,0.0142,-0.0034
-37,-61,0.0142,-0.0035
-37,-60,0.0142,-0.0029
-37,-59,0.0143,-0.0023
-37,-58,0.0143,-0.0023
-37,-57,0.0141,-0.0024
-37,-56,0.0141,-0.0022
-38,-74,0.0174,0.0017
-38,-73,0.0175,-0.005
-38,-72,0.0178,-0.0057
-38,-71,0.0178,-0.0106
-38,-70,0.019,-0.0153
-38,-69,0.0194,-0.0144
-38,-68,0.0177,-0.0101
-38,-67,0.0163,-0.0085
-38,-66,0.0148,-0.0059
-38,-65,0.0144,-0.0051
-38,-64,0.0142,-0.005
-38,-63,0.0143,-0.0051
-38,-62,0.0141,-0.0039
-38,-61,0.0143,-0.0027
-38,-60,0.0143,-0.0025
-38,-59,0.0143,-0.0021
-38,-58,0.0142,-0.0022
-38,-57,0.0143,-0.0024
-39,-74,0.0171,0.0072
-39,-73,0.0168,0.0037
-39,-72,0.0176,-0.003
-39,-71,0.0186,-0.0069
-39,-70,0.0194,-0.0072
-39,-69,0.0188,-0.0108
-39,-68,0.0168,-0.0084
-39,-67,0.0154,-0.0053
-39,-66,0.0154,-0.0052
-39,-65,0.0147,-0.0042
-39,-64,0.0148,-0.0044
-39,-63,0.0149,-0.0044
-39,-62,0.0147,-0.0031
-39,-61,0.0143,-0.0027
-39,-60,0.0143,-0.0023
-39,-59,0.0143,-0.0021
-39,-58,0.0143,-0.0022
-40,-74,0.0163,0.0145
-40,-73,0.0174,0.0103
-40,-72,0.0169,0.0077
-40,-71,0.0175,0.0049
-40,-70,0.0185,-0.0036
-40,-69,0.0186,-0.0037
-40,-68,0.0153,-0.0051
-40,-67,0.0154,-0.0052
-40,-66,0.0154,-0.0052
-40,-65,0.0152,-0.0045
-40,-64,0.0148,-0.0043
-40,-63,0.0149,-0.0044
-40,-62,0.015,-0.0044
-41,-74,0.0155,0.0157
-41,-73,0.0152,0.0144
-41,-72,0.0167,0.0125
-41,-71,0.0165,0.0089
-41,-70,0.0161,0.0037
-41,-69,0.0147,0.0002
-41,-68,0.0136,-0.0027
-41,-67,0.0137,-0.0036
-41,-66,0.0137,-0.0037
-41,-65,0.0142,-0.004
-41,-64,0.0135,-0.0028
-41,-63,0.0134,-0.0029
-41,-62,0.0133,-0.003
-42,-75,0.015,0.0156
-42,-74,0.0144,0.0113
-42,-73,0.0136,0.0082
-42,-72,0.0137,0.008
-42,-71,0.0138,0.0079
-42,-70,0.0132,0.0031
-42,-69,0.0131,0.0004
-42,-68,0.0133,0.0001
-42,-67,0.0135,-0.0031
-42,-66,0.0133,-0.0031
-42,-65,0.0133,-0.0031
-42,-64,0.0128,-0.0026
-42,-63,0.013,-0.0027
-43,-75,0.013,0.007
-43,-74,0.0127,0.0037
-43,-73,0.0128,0.0036
-43,-72,0.0129,0.0035
-43,-71,0.013,0.0033
-43,-70,0.0132,0.0032
-43,-69,0.0123,0.0022
-43,-68,0.0115,0
-43,-67,0.0125,-0.0014
-43,-66,0.0122,-0.0009
-43,-65,0.0111,-0.001
-43,-64,0.012,-0.0023
-44,-75,0.0119,0.0023
-44,-74,0.012,0.0022
-44,-73,0.0121,0.002
-44,-72,0.0122,0.0019
-44,-71,0.0123,0.0017
-44,-70,0.0125,0.0016
-44,-69,0.0126,0.0015
-44,-68,0.0116,0.0001
-44,-67,0.0113,-0.0002
-44,-66,0.0124,-0.0008
-44,-65,0.0123,-0.0004
-45,-75,0.0119,0.0024
-45,-74,0.012,0.0023
-45,-73,0.0121,0.0021
-45,-72,0.0122,0.0021
-45,-71,0.0123,0.0019
-45,-70,0.0125,0.0017
-45,-69,0.0126,0.0016
-45,-68,0.0113,0.001
-45,-67,0.0112,0.0007
-45,-66,0.0111,0.0004
-45,-65,0.0128,0.0002
-46,-74,0.0121,0.0032
-46,-73,0.0121,0.0031
-46,-72,0.0122,0.0029
-46,-71,0.0123,0.0028
-46,-70,0.0126,0.0026
-46,-69,0.0127,0.0025
-46,-68,0.0128,0.0023
-46,-67,0.0116,0.0014
-46,-66,0.0115,0.0011
-47,-75,0.012,0.0035
-47,-74,0.0121,0.0033
-47,-73,0.0122,0.0032
-47,-72,0.0127,0.0032
-47,-71,0.0129,0.0031
-47,-70,0.0133,0.0033
-47,-69,0.0134,0.0032
-47,-68,0.0135,0.003
-47,-67,0.0136,0.0029
-47,-66,0.0126,0.0016
-47,-65,0.0126,0.0014
-48,-75,0.0127,0.0042
-48,-74,0.0128,0.0041
-48,-73,0.0129,0.0039
-48,-72,0.013,0.0038
-48,-71,0.0131,0.0036
-48,-70,0.0133,0.0035
-48,-69,0.0134,0.0033
-48,-68,0.0142,0.0034
-48,-67,0.0143,0.0032
-48,-66,0.015,0.0032
-48,-65,0.0151,0.0031
-49,-75,0.0127,0.0043
-49,-74,0.0128,0.0042
-49,-73,0.0136,0.0042
-49,-72,0.0138,0.0041
-49,-71,0.0145,0.0041
-49,-70,0.0147,0.004
-49,-69,0.0148,0.0038
-49,-68,0.0149,0.0037
-49,-67,0.015,0.0035
-50,-75,0.014,0.0052
-50,-74,0.0142,0.0047
-50,-73,0.0143,0.0045
-50,-72,0.0144,0.0044
-50,-71,0.0145,0.0042
-50,-70,0.0147,0.0041
-50,-69,0.0148,0.0039
-50,-68,0.0149,0.0038
-51,-75,0.0145,0.0056
-51,-74,0.0146,0.0054
-51,-73,0.0147,0.0053
-51,-72,0.0148,0.0051
-51,-71,0.0149,0.0049
-51,-70,0.0151,0.0048
-51,-69,0.0152,0.0046
-52,-74,0.0146,0.0055
-52,-73,0.0147,0.0054
-52,-72,0.0148,0.0052
-52,-71,0.0149,0.0051
-52,-70,0.0148,0.0054
-52,-69,0.0149,0.0052
-53,-74,0.0141,0.0074
-53,-73,0.0142,0.0074
-53,-72,0.0142,0.0072
-53,-71,0.0146,0.0057
-53,-70,0.0148,0.0055
-53,-69,0.0149,0.0053
-53,-68,0.015,0.0052
-54,-73,0.0136,0.0081
-54,-72,0.0138,0.0079
-54,-71,0.0139,0.0078
-54,-70,0.0141,0.0076
-54,-69,0.0141,0.0075
-54,-68,0.0142,0.0073
-54,-67,0.0143,0.0071
-55,-71,0.0138,0.0079
-55,-70,0.014,0.0077
-55,-69,0.014,0.0076
-55,-68,0.0141,0.0074
-55,-67,0.0143,0.0072
-55,-66,0.0143,0.007
